Sno,ID,Candidate,Constituency,Party,Criminal Cases,Education,Total Assets,Total Liabilities,Net Assets
1262,2885,Dashrath Gagrai,SINGHBHUM,JVM(P),3,Graduate,3940724,100000,3840724
1263,5080,Dashrath Kumar,ALWAR,Ambedkarite Party of India,0,Doctorate,1905000,200000,1705000
1264,5284,Dashrath Misrilal Devda,AHMEDABAD EAST,IND,0,5th Pass,227060,56700,170360
1265,1775,Dasrath Tirkey,ALIPURDUARS,AITC,0,Graduate,3550353,293909,3256444
1266,6258,"Dass, D.",ARAKKONAM,BSP,0,10th Pass,50000,0,50000
1267,7944,Datla Nageshwar Rao,MAHABUBABAD,IND,0,Graduate,1650000,400000,1250000
1268,1984,Dattaram Desai,NORTH GOA,AAP,0,Post Graduate,9795686,335819,9459867
1269,3699,Dattatraya Vitthal Thorat,SOLAPUR,IND,0,8th Pass,227000,0,227000
1270,5505,Daud Ahmad,DHAURAHRA,BSP,1,Literate,156626608,19408646,137217962
1271,5369,Dausingh Maravi,BILASPUR,IND,0,Graduate,435500,40000,395500
1272,6178,Davendra Prasad Yadav,JHANJHARPUR,JD(U),0,Graduate,7941707,600000,7341707
1273,404,David Horo,LAKHIMPUR,IND,0,10th Pass,94000,0,94000
1274,1037,Davinder Kumar,KURUKSHETRA,IND,2,12th Pass,2275000,250000,2025000
1275,6109,Davinder Kumar Verma,ANANDPUR SAHIB,IND,0,8th Pass,60000,0,60000
1276,7734,Davinder Singh,HOSHIARPUR,IND,0,10th Pass,1329540,0,1329540
1277,1051,Davinder Singh,KARNAL,Rashtriya Karmyog Party,0,12th Pass,240000,0,240000
1278,5370,Daya Das Lahre,BILASPUR,IND,0,8th Pass,2097599,49000,2048599
1279,4967,Daya Shanker,FARRUKHABAD,Adarsh Rashtriya Vikas Party,0,8th Pass,506000,0,506000
1280,2869,Dayamani Barla,KHUNTI,AAP,5,Post Graduate,175500,0,175500
1281,1981,Dayanand G. Narvekar,NORTH GOA,IND,2,Graduate Professional,184306689,62952534,121354155
1282,1827,Dayanand Guruputrayya Chikkamath,BELGAUM,SP,0,Graduate,7050000,2000000,5050000
1283,6853,Dayanidhi Maran,CHENNAI CENTRAL,DMK,0,Graduate,109429193,0,109429193
1284,4444,Deba Kumar Barman,MANGALDOI,AITC,0,Others,15202790,948237,14254553
1285,3232,Debashis Marndi,MAYURBHANJ,JMM,0,Doctorate,3993858,627225,3366633
1286,6015,Debasree Chaudhuri,BARDHAMAN-DURGAPUR,BJP,0,Post Graduate,4636550,0,4636550
1287,3257,Debendra Kumar Mallik,JAJPUR,BSP,0,Graduate Professional,10000,0,10000
1288,4381,Deepa Dasmunsi,RAIGANJ,INC,1,Post Graduate,19163081,0,19163081
1289,7234,Deepak Digambar Shinde,MUMBAI NORTH EAST,IND,0,Post Graduate,2394016,0,2394016
1290,18,Deepak Gaur,FARIDABAD,Aarakshan Virodhi Party,0,12th Pass,1183000,325000,858000
1291,467,Deepak Karma,BASTAR,INC,0,Graduate,3601587,0,3601587
1292,1356,Deepak Kumar,EAST DELHI,IND,0,12th Pass,236200,0,236200
1293,1304,Deepak Kumar,WEST DELHI,Rashtriya Janadhikar Party,0,8th Pass,21000,0,21000
1294,4106,Deepak Kumar,BANKA,SUCI(C),0,12th Pass,2633089,0,2633089
1295,7728,Deepak Kumar,HOSHIARPUR,Bahujan Mukti Party,0,10th Pass,5316000,0,5316000
1296,2958,Deepak Kumar Bansal Rangwale (Prerak),GWALIOR,IND,0,Graduate,4059104,264727,3794377
1297,6443,Deepak Kumar.B,SECUNDERABAD,Republican Party of India (Khobragade),0,Graduate,201781,0,201781
1298,5397,Deepak Narang,JANJGIR-CHAMPA,IND,0,10th Pass,1231800,0,1231800
1299,3375,Deepak Natharam Paigude,PUNE,MNS,1,12th Pass,114428519,50291943,64136576
1300,2609,Deepak Rajesh Coelho,DAKSHINA KANNADA,IND,0,Graduate,3328000,0,3328000
1301,587,Deepak Shukla,CHANDIGARH,IND,0,Graduate,1874000,338837,1535163
1302,6888,Deepak. C,CHENNAI NORTH,IND,0,Graduate,6832000,7000000,0
1303,1398,Deepaksingh Trymbakrao Deshmukh,WARDHA,IND,0,10th Pass,6900000,0,6900000
1304,3402,Deepali Sayyad,AHMEDNAGAR,AAP,1,Graduate,30052370,3767489,26284881
1305,1268,Deepender Singh,ROHTAK,INC,0,Post Graduate,358749354,39310300,319439054
1306,7846,Deepinder Singh Dhillon,PATIALA,SAD,0,Graduate Professional,167763561,1074803,166688758
1307,4903,Degda Pravinbhai Meghajibhai,RAJKOT,RPI (A),6,Illiterate,2125000,50000,2075000
1308,7144,Deivasigamani.K,POLLACHI,IND,0,10th Pass,9050000,0,9050000
1309,7900,Delkar Mohanbhai Sanjibhai,DADRA & NAGAR HAVELI,INC,0,Graduate,414613478,12162079,402451399
1310,774,Denis Siangshai,SHILLONG,IND,0,Graduate,1287025457,0,1287025457
1311,1931,Densil Mendez,ERNAKULAM,JD(U),0,10th Pass,2634109,169614,2464495
1312,4424,Deol Hema Malini Dharmendra,MATHURA,BJP,0,Doctorate,1782015620,231234174,1550781446
1313,5914,Deora Milind Murli,MUMBAI SOUTH,INC,0,Graduate,408001069,59250670,348750399
1314,736,Deoraj Singh Patel,REWA,BSP,0,Post Graduate,70149663,17924260,52225403
1315,692,Deorao Monba Nannaware,GADCHIROLI-CHIMUR,Ambedkarite Party of India,0,Graduate Professional,4463077,922967,3540110
1316,5198,Deore Mahendra Trambak,DHULE,IND,0,Graduate,1940029,0,1940029
1317,921,Deotale Sanjay Wamanrao,CHANDRAPUR,INC,0,Graduate Professional,45464118,3496308,41967810
1318,6507,Desai Ishwarbhai Mahadevbhai,PATAN,IND,0,Literate,1027300,240000,787300
1319,7338,Desai Khodabhai Laljibhai,GANDHINAGAR,IND,1,5th Pass,50258019,0,50258019
1320,5316,Desai Naishadhbhai Bhupatbhai,SURAT,INC,0,Graduate Professional,66444237,3940761,62503476
1321,5925,Desai Rajendra Daulat,MUMBAI SOUTH,IND,0,8th Pass,113800,0,113800
1322,3522,Deshmukh Balasaheb Desai,HINGOLI,IND,0,Not Given,680000,50000,630000
1323,5845,Deshmukh Iqbal A. Rehman,JALGAON,IND,0,5th Pass,130500,0,130500
1324,549,Deshmukh Jaideep Rajendra,WARDHA,IND,1,Post Graduate,2227258,0,2227258
1325,3488,Deshmukh Vikas Nanasaheb,AHMEDNAGAR,IND,0,12th Pass,3796964,510000,3286964
1326,2200,Deshpande Prashanth,UTTARA KANNADA,INC,0,Post Graduate,999522016,64619045,934902971
1327,599,Dev Kumar Choudhary,GAYA,IND,0,Graduate Professional,5087170,800000,4287170
1328,2747,Dev Kumar Verma,PATALIPUTRA,RPI(A),0,12th Pass,4333000,0,4333000
1329,3908,Dev Prasad Kelkar,MAHASAMUND,IND,0,10th Pass,6915060,250000,6665060
1330,7584,Devadasa Sundaram,TIRUNELVELI,DMK,0,Graduate,186962206,0,186962206
1331,6359,Devadass. R,KALLAKURICHI,INC,1,Graduate Professional,76577515,6568797,70008718
1332,7599,Devadoss.A.R,TIRUNELVELI,IND,0,10th Pass,51880493,1329992,50550501
1333,7100,Devaki. G,NAGAPATTINAM,IND,0,Post Graduate,45000,0,45000
1334,2306,Devanand,ALIGARH,Lok Dal,0,Graduate,305016,0,305016
1335,6890,Devaraj. G,CHENNAI NORTH,IND,0,Graduate Professional,577000,0,577000
1336,889,Devchand Dhruw,BASTAR,CPI(ML) Red star,0,8th Pass,371000,52235,318765
1337,1107,Devender,KARNAL,RPI(A),0,12th Pass,625000,201000,424000
1338,2920,Devendra Chaourasia,DAMOH,BSP,1,Graduate,8658000,340000,8318000
1339,2978,Devendra Kumar Agrval,MORENA,AAP,0,Graduate Professional,6240542,490100,5750442
1340,5722,Devendra Kumar Sharma,KANPUR,Akhil Bharatiya Ashok Sena,2,Post Graduate,2175602,0,2175602
1341,1604,Devendra Kumar Urf Gudda Bhaiyya,HOSHANGABAD,IND,0,10th Pass,95509,0,95509
1342,4264,Devendra Singh Urf Bhole Singh,AKBARPUR,BJP,0,10th Pass,28546617,559965,27986652
1343,3227,Devi Prasanna Besra,MAYURBHANJ,IND,0,Graduate,5178227,0,5178227
1344,1329,Devi Singh,NEW DELHI,Rashtriya Jankranti Party,0,Post Graduate,285000,0,285000
1345,500,Devinder Kumar Sehrawat,SOUTH DELHI,AAP,0,Post Graduate,23237892,540000,22697892
1346,3521,Devji Gangaram Asole,HINGOLI,IND,0,Graduate Professional,195500,0,195500
1347,3424,Devji Patel,JALORE,BJP,0,10th Pass,51846777,12780726,39066051
1348,3574,Devkate Somanath Alias Someshwar Chandrakant,MADHA,IND,1,5th Pass,148500,0,148500
1349,3468,Devkishan Dehiya,PALI,Megh Desham Party,0,10th Pass,443500,0,443500
1350,3630,Devkule Bibhishan Jagannath,PUNE,IND,0,10th Pass,1195000,0,1195000
1351,5280,Devnarayan Yadav,SUPAUL,Bahujan Mukti Party,0,Post Graduate,9500500,250000,9250500
1352,5345,Devusinh Motisinh Chauhan,KHEDA,IND,0,10th Pass,410000,0,410000
1353,3523,Dhabe Uttam Maroti,HINGOLI,IND,0,Literate,1241000,0,1241000
1354,3595,Dhale Padmasheel Ramchandra,OSMANABAD,BSP,3,Post Graduate,3372138,330000,3042138
1355,23,Dhan Raj Chauhan,CHANDNI CHOWK,Naya Daur Party,0,8th Pass,370000,0,370000
1356,831,Dhanada Kanta Mishra,BERHAMPUR,AAP,0,Doctorate,10787163,5662400,5124763
1357,4356,Dhananjay Banerjee,JANGIPUR,Amra Bangalee,0,Post Graduate,929000,0,929000
1358,3532,Dhananjay Bhimrao Mahadik,KOLHAPUR,NCP,1,Graduate,448882000,71333000,377549000
1359,389,Dhananjay Kishore,GAYA,AAP,0,Graduate Professional,6509560,6102,6503458
1360,4644,Dhananjay Rathiya,RAIGARH,IND,0,10th Pass,121000,0,121000
1361,1130,Dhananjay Shamlalji Rajabhoj,BHANDARA-GONDIYA,IND,0,Post Graduate,3070000,0,3070000
1362,3733,Dhananjaya. H.H,BANGALORE CENTRAL,IND,1,12th Pass,809580000,460000,809120000
1363,295,Dhanapalan,THRISSUR,INC,1,Graduate,12435866,2269212,10166654
1364,7589,Dhanaraj.R.,TIRUNELVELI,Indian Christian Secular Party,0,Graduate,7160090,37000,7123090
1365,5575,Dhanarasu @ Mathimaharaja,PONDICHERRY,IND,0,8th Pass,7300000,1640000,5660000
1366,6334,Dhandabani.K,DINDIGUL,IND,0,10th Pass,1191095,425000,766095
1367,7411,"Dhandapani, M.",VELLORE,IND,0,Graduate,147168,0,147168
1368,5371,Dhani Ram Khare,BILASPUR,Republican Paksha (Khoripa),0,5th Pass,13485,0,13485
1369,5372,Dhani Ram Yadav,BILASPUR,SP,0,8th Pass,0,0,0
1370,1598,Dhaniram Yaduwanshi,CHHINDWARA,IND,0,12th Pass,504199,148810,355389
1371,7347,Dhanjibhai Laljibhai Ranevadia,JAMNAGAR,IND,0,Literate,895000,0,895000
1372,5113,Dhanraj Bairwa,KARAULI-DHOLPUR,Socialist Party (India),0,5th Pass,300000,0,300000
1373,3441,Dhanraj Gehlot,JODHPUR,Jai Maha Bharath Party,0,Graduate,3506231,300000,3206231
1374,4649,Dhansingh Dhurve,KORBA,BSP,0,Post Graduate,542768,55693,487075
1375,4116,Dharam Bhargav,BILASPUR,BSP,0,12th Pass,1919014,506437,1412577
1376,7860,Dharam Pal,PATIALA,IND,0,5th Pass,302000,0,302000
1377,2780,Dharam Pal Balgotra,UDHAMPUR,BSP,0,Others,16995852,1158038,15837814
1378,7775,Dharam Singh,FATEHGARH SAHIB,Shiromani Akali Dal (Amritsar)(Simranjit Sing,0,10th Pass,528006,10000,518006
1379,7836,Dharam Singh,SANGRUR,IND,0,8th Pass,9278598,50000,9228598
1380,865,Dharambir,BHIWANI-MAHENDRAGARH,BJP,0,Graduate,50057200,4530000,45527200
1381,2064,Dharambir S/O Banwari,BHIWANI-MAHENDRAGARH,IND,0,Illiterate,2715000,0,2715000
1382,2066,Dharambir Singh,BHIWANI-MAHENDRAGARH,IND,0,Post Graduate,1424342,0,1424342
1383,4187,Dharamdas Ahirwar,INDORE,BSP,0,12th Pass,4086330,0,4086330
1384,458,Dharampal,GURGAON,BSP,0,12th Pass,16990111,0,16990111
1385,1030,Dharampal Dhiman,KURUKSHETRA,IND,0,10th Pass,765000,0,765000
1386,462,Dharampal Yadav,GURGAON,INC,0,Graduate,76792493,0,76792493
1387,1315,Dharamraj,NORTH WEST DELHI,Bhartiya Pragatisheel Congress,0,8th Pass,3486700,0,3486700
1388,997,Dharamveer Singh,NORTH EAST DELHI,Rashtriya Ekta Party,1,10th Pass,6497000,0,6497000
1389,3290,Dharanidhar Nayak,KENDRAPARA,INC,0,Post Graduate,35040745,11869710,23171035
1390,7343,Dharaviya Vallabhbhai,JAMNAGAR,IND,0,5th Pass,2463263,0,2463263
1391,2065,Dharm Bir S/O Hari Singh,BHIWANI-MAHENDRAGARH,IND,0,10th Pass,51000,48000,3000
1392,5688,Dharmalingam.M,NAMAKKAL,IND,0,8th Pass,420000,0,420000
1393,3066,Dharmandra Yadav,BADAUN,SP,0,Post Graduate,24987715,8950291,16037424
1394,1704,Dharmender,GAUTAM BUDHHA NAGAR,Dharam Nirpeksh Dal,0,8th Pass,55813000,0,55813000
1395,588,Dharmender Singh,CHANDIGARH,Hindustan Ekta Party,0,Graduate,1623000,70000,1553000
1396,3051,Dharmendra Kumar,AONLA,BJP,0,10th Pass,5364652,0,5364652
1397,1449,Dharmendra Wasudeorao Mandlik,NAGPUR,Hindustan Janta Party,0,Post Graduate,23900,0,23900
1398,5099,Dharmi Ghunawat,DAUSA,Indian Peoples Green Party,0,12th Pass,663000,0,663000
1399,7716,Dharminder,JALANDHAR,IND,1,Illiterate,1294000,200000,1094000
1400,6825,Dharmjeet Singh Markam,SURGUJA,BSP,0,10th Pass,4633187,25000,4608187
1401,3848,Dhas Suresh Ramchandra,BEED,NCP,2,Graduate,74408903,10490592,63918311
1402,3861,Dhatture Hafizbhai Husain,SANGLI,IND,0,8th Pass,7288408,2035500,5252908
1403,243,Dhebor Gohain Boruah,LAKHIMPUR,AITC,0,Graduate Professional,7878597,0,7878597
1404,1327,Dheeraj Puri,NEW DELHI,SHS,0,10th Pass,27148834,0,27148834
1405,7590,Dhevanathan Yadav.T.,TIRUNELVELI,Tamil Nadu Makkal Congress,1,Illiterate,323363744,30874899,292488845
1406,7793,Dhian Singh Mand,FIROZPUR,Shiromani Akali Dal (Amritsar),0,8th Pass,922000,300000,622000
1407,1426,Dhimati Vidya Kishor Bhimte,RAMTEK,Ambedkarite Party of India,0,Post Graduate,3902394,69000,3833394
1408,7282,Dhimecha Nareshbhai Nanjibhai,AMRELI,IND,1,5th Pass,100000,0,100000
1409,2362,Dhiraj Gurjar,JAIPUR RURAL,SP,0,Post Graduate,413290807,500000,412790807
1410,2535,Dhiraj Jaidev Gajbhiye,NAGPUR,IND,0,12th Pass,0,0,0
1411,4912,Dhirajlal Bhurabhai Aghera,PORBANDAR,IND,0,10th Pass,3450000,0,3450000
1412,2726,Dhirendra Kumar,NALANDA,Janvadi Party(Socialist),0,10th Pass,250000,0,250000
1413,1784,Dhirendra Nath Roy,JALPAIGURI,Amra Bangalee,0,Graduate,1360000,0,1360000
1414,950,Dhote Jambuwantrao Bapurao,YAVATMAL-WASHIM,AIFB,0,10th Pass,6545000,0,6545000
1415,543,Dhotre Sanjay Shyamrao,AKOLA,BJP,3,Graduate Professional,48501735,6928458,41573277
1416,1782,Dhritiman Roy,JALPAIGURI,Rashtriya Janadhikar Suraksha Party,0,8th Pass,182500,0,182500
1417,6235,Dhruv Narayan Karn,MADHUBANI,CPI(ML)L,7,10th Pass,2262312,21250,2241062
1418,1064,Dhulappa Gundappa,GULBARGA,JD(S),0,Graduate Professional,7335800,0,7335800
1419,7470,Dhurai Raaj Subha,SIVAGANGA,DMK,0,Others,119200359,16880062,102320297
1420,3502,Digambar Alias Gabbar Sudam Sakat,HATKANANGLE,Bharipa Bahujan Mahasangh,0,5th Pass,547074,0,547074
1421,1564,Digvijay Singh,JABALPUR,Bhartiya Shakti Chetna Party,0,Post Graduate,67620000,0,67620000
1422,982,Dildar Hussain Beg,CHANDNI CHOWK,IND,0,12th Pass,946408,0,946408
1423,2829,Dileep Kumar Rajak,GIRIDIH,IND,0,Graduate,439561,46500,393061
1424,4805,Dileep Singh Bhuriya,RATLAM,BJP,0,10th Pass,12259882,0,12259882
1425,3976,Dileshwar Kamait,SUPAUL,JD(U),0,Post Graduate,17930142,0,17930142
1426,5984,Dilip Atmaram Dumada,PALGHAR,Bahujan Mukti Party,0,10th Pass,2024600,0,2024600
1427,5942,Dilip Bhausaheb Gaikwad,MUMBAI SOUTH CENTRAL,IND,0,Illiterate,6100,100,6000
1428,6805,Dilip Kumar Hait,ULUBERIA,IND,0,Post Graduate,5000,0,5000
1429,3984,Dilip Kumar Koshle,BILASPUR,IND,0,12th Pass,2764540,1150000,1614540
1430,1455,Dilip Narayan,NAGPUR,IND,0,Others,607658,0,607658
1431,625,Dilip Paswan,JAMUI,IND,0,10th Pass,1531232,0,1531232
1432,5890,Dilip Prabhakar Aloni,KALYAN,IND,1,Post Graduate,7600000,198000,7402000
1433,3298,Dilip Sarkar,JALPAIGURI,Bahujan Mukti Party,0,Graduate,1011000,0,1011000
1434,7903,Dilipbhai N. Bhurkud,DADRA & NAGAR HAVELI,IND,0,12th Pass,16936974,0,16936974
1435,801,Dillip Kumar Tirkey,SUNDARGARH,BJD,0,Graduate,70158593,831924,69326669
1436,7913,Dilshad Ahmad,JHANSI,IND,0,Post Graduate,1052000,0,1052000
1437,4411,Dimple Yadav,KANNAUJ,SP,0,Graduate,280516418,6917710,273598708
1438,4245,Dinesh,TONK-SAWAI MADHOPUR,AITC,0,10th Pass,1632000,0,1632000
1439,5286,Dinesh Babulal Vaghela,AHMEDABAD EAST,AAP,0,Graduate,24387875,4705653,19682222
1440,5493,Dinesh Chandra,BARABANKI,AAP,1,Post Graduate,428300,10516,417784
1441,111,Dinesh Kashyap,BASTAR,BJP,1,Post Graduate,16108199,2191216,13916983
1442,556,Dinesh Kumar,KARAKAT,Bahujan Mukti Party,1,Doctorate,478500,0,478500
1443,1298,Dinesh Kumar,WEST DELHI,Akhand Bharat Samaj Party,0,10th Pass,7386000,252000,7134000
1444,3111,Dinesh Kumar,KHERI,Bahujan Mukti Party,0,10th Pass,180872,0,180872
1445,4253,Dinesh Kumar Gautam,AGRA,IND,2,12th Pass,526770,0,526770
1446,6801,Dinesh Kumar Sharma,HOWRAH,IND,0,Graduate Professional,10000,0,10000
1447,5373,Dinesh Kumar Singh Khusro Nikhil,BILASPUR,IND,0,10th Pass,72000,0,72000
1448,2854,Dinesh Mahato,JAMSHEDPUR,IND,0,12th Pass,5169920,0,5169920
1449,3474,Dinesh Mev,PALI,IND,0,5th Pass,1387500,0,1387500
1450,27,Dinesh Pal Singh,NORTH EAST DELHI,IND,0,8th Pass,6931000,0,6931000
1451,3629,Dinesh Pandurang Pawar,PUNE,IND,0,10th Pass,113500,0,113500
1452,7207,Dinesh Phulsing Rathod,MUMBAI NORTH CENTRAL,IND,0,10th Pass,2133000,0,2133000
1453,5130,Dinesh Saini,TONK-SAWAI MADHOPUR,Jai Maha Bharath Party,0,12th Pass,1581000,0,1581000
1454,7189,Dinesh Shah,MUMBAI NORTH,Sardar Vallabhbhai Patel Party,0,Graduate,31634182,0,31634182
1455,6186,Dineshchandra Yadav,KHAGARIA,JD(U),0,Others,17668299,0,17668299
1456,7452,Dineshkumar.G,TIRUCHIRAPPALLI,IND,0,Post Graduate,6379498,1773000,4606498
1457,4611,Dinsha Jhavarbhai Patel,KHEDA,INC,0,10th Pass,52207873,3061779,49146094
1458,4451,Dipak Kumar Borah,NOWGONG,AITC,0,Post Graduate,627023,0,627023
1459,311,Dipak Kumar Roy,COOCHBEHAR,AIFB,1,Post Graduate,2859128,195000,2664128
1460,4364,Dipak Singh,MALDAHA DAKSHIN,Rashtriya Janadhikar Suraksha Party,0,Graduate,1408500,0,1408500
1461,3549,Dipratna Prabhakarrao Nilangekar,LATUR,AAP,0,Post Graduate,2025000,26672,1998328
1462,4541,Divakar Dharanikota Sudhakar,MALKAJGIRI,All India Majlis-E-Ittehadul Muslimeen,0,Post Graduate,1106850,0,1106850
1463,2922,Divan Upendr Pratap Singh (Raja Sab),DAMOH,Bhartiya Shakti Chetna Party,0,12th Pass,8328072,312910,8015162
1464,2565,Divya Spandana Uruf Ramya,MANDYA,INC,0,12th Pass,28043931,5530653,22513278
1465,1008,Diwakar,KAIRANA,AITC,0,12th Pass,155543,0,155543
1466,4675,Diwakar Bairagi,DURG,IND,1,Post Graduate,3340000,34000,3306000
1467,1474,Diwakar Pendam,GADCHIROLI-CHIMUR,Bahujan Mukti Party,0,8th Pass,3850000,0,3850000
1468,5603,Dnyaneshwar Vitthal Amale,RAVER,AIFB,1,Graduate,1115000,783000,332000
1469,6228,Dodda Ram Babu,KHAMMAM,BSP,0,Literate,2700000,750000,1950000
1470,2158,Doddamani Prasad,BELLARY,CPI(ML)L,1,Graduate Professional,16043,0,16043
1471,3852,Dongare Milind Kashinath,BEED,Prabuddha Republican Party,1,Graduate Professional,30393000,300000,30093000
1472,1435,Dongre Ashok Namaji,RAMTEK,IND,0,5th Pass,980000,0,980000
1473,546,Dongre Priya Anil,AMRAVATI,IND,0,8th Pass,702059,0,702059
1474,6971,"Doraisamy, A.",COIMBATORE,Makkal Manadu Katchi,0,8th Pass,5000,0,5000
1475,7367,Doss. R,TIRUVALLUR,IND,0,8th Pass,145000,0,145000
1476,4538,Dr A Chandra Sekhar,MAHBUBNAGAR,IND,0,Post Graduate,7600000,500000,7100000
1477,827,Dr Bansidhar Tripathy,ASKA,AITC,0,Doctorate,1991383,0,1991383
1478,5195,Dr Bhupesh Prakash Patil,DHULE,IND,0,Graduate Professional,450000,60000,390000
1479,4486,Dr Dilip Kumar Jaiswal,KISHANGANJ,BJP,0,Doctorate,32949581,5793000,27156581
1480,2980,Dr Govind Singh,MORENA,INC,1,Graduate Professional,69688035,3184026,66504009
1481,3453,Dr Jyoti Mirdha,NAGAUR,INC,0,Graduate Professional,582676804,230942000,351734804
1482,3350,Dr Kulamani Nayak,BHUBANESWAR,"Proutist Bloc, India",0,Doctorate,2024713,0,2024713
1483,7264,Dr Parmar Jivanbhai Gabhabhai,AHMEDABAD WEST,Bahujan Mukti Party,0,Not Given,18219448,2207833,16011615
1484,6392,Dr Punukuri Sadhu Satyanadhan,CHEVELLA,Indian Christian Secular Party,1,Graduate Professional,13623818,700000,12923818
1485,6810,Dr Raja Muzaffar Bhat,SRINAGAR,AAP,1,Graduate,2110000,0,2110000
1486,841,Dr Rajesh Alias Ravi Vallyapur,BIJAPUR,IND,0,Graduate Professional,12208000,0,12208000
1487,2329,Dr Rajkumar Sharma,JHUNJHUNU,IND,4,Doctorate,4537299,0,4537299
1488,5745,Dr Rita Joshi,LUCKNOW,INC,1,Doctorate,19231172,0,19231172
1489,3119,Dr S T Hasan,MORADABAD,SP,0,Post Graduate,31217401,175000,31042401
1490,3188,Dr Safiq Ur Rahman Barq,SAMBHAL,SP,0,Graduate,12883691,0,12883691
1491,121,Dr Shankar Bidari,BAGALKOT,IND,0,Graduate,55962000,0,55962000
1492,4102,Dr. Aditya Langthasa,NOWGONG,AIUDF,0,Doctorate,5644731,301684,5343047
1493,4168,Dr. Anil Murmu,RAJMAHAL,JVM(P),1,Post Graduate,2986472,328617,2657855
1494,526,Dr. Arun Kr. Sarmah,KALIABOR,AGP,0,Doctorate,19515691,4850186,14665505
1495,2671,Dr. Arun Kumar,JAHANABAD,Rashtriya Lok Samta Party,1,Doctorate,38846631,1000000,37846631
1496,681,Dr. Arvind Kumar Singh,ALIGARH,BSP,0,Doctorate,41664986,6100000,35564986
1497,6249,Dr. Ashok Kumar,SAMASTIPUR,INC,1,Graduate Professional,14532873,1192539,13340334
1498,2708,Dr. Ashok Kumar Singh,MUNGER,SHS,0,Doctorate,2054194,0,2054194
1499,2287,Dr. Balkrishan Bawari,GANGANAGAR,AAP,0,Graduate Professional,3855000,1090000,2765000
1500,105,Dr. Banshilal Mahato,KORBA,BJP,0,Graduate Professional,72303762,382905,71920857
1501,192,Dr. Banuprakash.K,HASSAN,IND,1,Graduate Professional,244250,200000,44250
1502,5823,Dr. Bharati Pravin Pawar,DINDORI,NCP,0,Doctorate,143541254,173000,143368254
1503,1214,Dr. Bhola Singh,BULANDSHAHR,BJP,0,Graduate,12577537,0,12577537
1504,6184,Dr. Binay Kumar Jha,JHANJHARPUR,IND,0,Graduate Professional,664000,15000,649000
1505,1102,Dr. C Mohan,KOLAR,IND,0,Graduate Professional,11910000,0,11910000
1506,2365,Dr. C.P. Joshi,JAIPUR RURAL,INC,0,Doctorate,54972948,1400000,53572948
1507,2567,Dr. C.S.Hanumanthappa,MANDYA,AAP,0,Post Graduate,6965000,0,6965000
1508,6039,Dr. Chandan Sourav Mitra,HOOGHLY,BJP,0,Post Graduate,97550630,10354197,87196433
1509,78,Dr. Debomoy Sanyal,DHUBRI,BJP,0,Post Graduate,18136679,150000,17986679
1510,1569,Dr. Dhai Akshar (Rakesh Sonkar),JABALPUR,IND,0,Graduate,620000,95000,525000
1511,6791,Dr. Dhanapati Das,BARDHAMAN-DURGAPUR,Bahujan Mukti Party,0,12th Pass,14600,0,14600
1512,3999,Dr. Dhirendra Kumar Raj,HAZARIBAGH,IND,0,Graduate Professional,43518730,0,43518730
1513,4609,Dr. Dinesh Parmar,KACHCHH,INC,2,Graduate Professional,13760562,249199,13511363
1514,5158,Dr. Feroz Khan Murtuza Khan,AURANGABAD,IND,0,Doctorate,21375000,0,21375000
1515,928,Dr. Gajbe Rameshkumar Baburaoji,GADCHIROLI-CHIMUR,AAP,0,Post Graduate,9315000,69000,9246000
1516,6002,Dr. Ghone Adesh Yashwant,RAIGAD,Bahujan Mukti Party,0,Graduate Professional,3246908,31702,3215206
1517,2429,Dr. Girija Vyas,CHITTORGARH,INC,1,Doctorate,23585480,0,23585480
1518,3483,Dr. Gurumayum Tonsana Sharma,INNER MANIPUR,Manipur Democratic Peoples Front,0,Doctorate,7135000,0,7135000
1519,65,Dr. Harsh Vardhan,CHANDNI CHOWK,BJP,2,Post Graduate,28229308,1780492,26448816
1520,4184,Dr. Hemlata Jamuna Devi,DHAR,AAP,0,Post Graduate,70225022,0,70225022
1521,668,Dr. Himanshu Singh,MEERUT,AAP,3,Graduate Professional,9408585,0,9408585
1522,3481,Dr. Ibomcha Singh,INNER MANIPUR,AAP,0,Graduate Professional,497250,0,497250
1523,6917,Dr. J. Jayavardhan,CHENNAI SOUTH,AIADMK,0,Graduate Professional,33959072,10981100,22977972
1524,7923,Dr. Janardhan Reddy Nagam,MAHBUBNAGAR,BJP,8,Graduate Professional,46883202,0,46883202
1525,2778,Dr. Jitendra Singh,UDHAMPUR,BJP,0,Graduate Professional,38464932,11881,38453051
1526,6597,Dr. K.C.Patel,VALSAD,BJP,0,Graduate Professional,131141867,2381344,128760523
1527,4587,Dr. Kanubhai V. Kalsaria,BHAVNAGAR,AAP,7,Graduate Professional,1799128,0,1799128
1528,3027,Dr. Kapin Ch. Boro,ALIPURDUARS,IND,0,Graduate,6782287,0,6782287
1529,3747,Dr. Kodur Venkatesh,BANGALORE SOUTH,IND,0,Doctorate,44213130,0,44213130
