Sno,ID,Candidate,Constituency,Party,Criminal Cases,Education,Total Assets,Total Liabilities,Net Assets
4697,1025,Ram Jawari,AMBALA,Rashtriya Karmyog Party,0,Graduate,245500,0,245500
4698,1319,Ram Karan Sauran,NORTH WEST DELHI,IND,0,Graduate,11854000,1257000,10597000
4699,1995,Ram Kishan,KURUKSHETRA,Lok Parivartan Party(DC),0,10th Pass,1785984,0,1785984
4700,7738,Ram Kishan,HOSHIARPUR,IND,0,10th Pass,1293000,165000,1128000
4701,1544,Ram Kishan Nirat (Saket),REWA,RPI(A),1,Post Graduate,897056,100000,797056
4702,4981,Ram Kishore Dwivedi,FARRUKHABAD,IND,0,Not Given,309300,0,309300
4703,2750,Ram Kripal Yadav,PATALIPUTRA,BJP,1,Graduate,13989431,2100000,11889431
4704,7914,Ram Kumar Ank Shastri,JHANSI,IND,0,Graduate,33879,0,33879
4705,6151,Ram Kumar Parjapat,FIROZPUR,BSP,0,Graduate,14955000,2518500,12436500
4706,5014,Ram Lakhan Gautam,HARDOI,Indian Savaran Samaj Party,0,10th Pass,660000,0,660000
4707,2964,Ram Lakhan Singh,KHAJURAHO,BSP,1,Post Graduate,8657688,497625,8160063
4708,4011,Ram Lal Mahto,RANCHI,SUCI(C),0,Graduate,521590,0,521590
4709,3213,Ram Lal Verma,SHAHJAHANPUR,Bahujan Mukti Party,0,Graduate,2029000,28000,2001000
4710,5525,Ram Lochan Sen,FATEHPUR,Bahujan Mukti Party,0,Graduate,2348000,0,2348000
4711,3212,Ram Murti,SHAHJAHANPUR,Bhartiya Krishak Dal,0,Not Given,534000,0,534000
4712,5544,Ram Narayan,JALAUN,Bahujan Mukti Party,0,12th Pass,701000,0,701000
4713,4645,Ram Narayan Ayam,RAIGARH,Ambedkarite Party of India,0,Graduate,1811000,0,1811000
4714,2987,Ram Naresh,MORENA,IND,0,Literate,220000,0,220000
4715,2968,Ram Nath,KHAJURAHO,IND,0,8th Pass,420000,330000,90000
4716,1162,Ram Nayak,KANDHAMAL,BSP,0,5th Pass,1774911,713000,1061911
4717,6155,Ram Padarath Yadav,BEGUSARAI,BSP,0,Graduate Professional,8422000,0,8422000
4718,5011,Ram Pal,HARDOI,IND,0,8th Pass,1601000,0,1601000
4719,5137,Ram Parkash,TONK-SAWAI MADHOPUR,IND,0,8th Pass,2650000,0,2650000
4720,2956,Ram Pathwar Kori (Ramsebak),GWALIOR,IND,0,12th Pass,53200,0,53200
4721,80,Ram Prasad Sharma,TEZPUR,BJP,0,Graduate Professional,6655300,0,6655300
4722,2302,Ram Ratan,BIKANER,Bahujan Mukti Party,0,8th Pass,477590,0,477590
4723,5533,Ram Sajiwan,HAMIRPUR,Bhartiya Shakti Chetna Party,0,Graduate,2168500,0,2168500
4724,4936,Ram Sevak,AKBARPUR,IND,0,Graduate,43000,0,43000
4725,1559,Ram Singh,SHAHDOL,Chhattisgarh Swabhiman Manch,0,8th Pass,186000,0,186000
4726,2383,Ram Singh,JAIPUR,IND,0,Graduate,730306,0,730306
4727,5117,Ram Singh,KARAULI-DHOLPUR,National Peoples Party,0,Graduate,862500,0,862500
4728,7849,Ram Singh Dhiman,PATIALA,BSP,0,10th Pass,4275000,0,4275000
4729,4509,Ram Singh Pandram,BILASPUR,IND,0,12th Pass,691542,7000,684542
4730,3228,Rama Chandra Hansdah,MAYURBHANJ,BJD,0,Graduate,3630888,0,3630888
4731,99,Rama Chandra Panda,BERHAMPUR,BJP,0,Post Graduate,5552220,0,5552220
4732,4713,Rama Kant Verma,DHANBAD,AAP,0,8th Pass,1703826,0,1703826
4733,2485,Rama Ram,BARMER,IND,0,5th Pass,365485,36000,329485
4734,7780,Rama Rao,ZAHIRABAD,IND,0,Graduate,18025587,800000,17225587
4735,5422,Rama Sapna Singh,SURGUJA,Ambedkarite Party of India,0,Graduate,1478276,13209,1465067
4736,5225,Rama Singh Patel,DHAR,IND,0,8th Pass,700852,0,700852
4737,6996,Rama Suganthan,DHARMAPURI,INC,0,Post Graduate,207501877,1100000,206401877
4738,7389,"Ramachandiran, K. Thiru",SRIPERUMBUDUR,IND,0,5th Pass,762000,0,762000
4739,7372,"Ramachandran, K.N. Thiru",SRIPERUMBUDUR,AIADMK,0,Post Graduate,936721057,80806268,855914789
4740,2673,Ramadhar Chaudhary,JAHANABAD,CPI(ML)L,3,10th Pass,577037,0,577037
4741,5684,Ramajeyam.G,NAMAKKAL,IND,0,12th Pass,996000,0,996000
4742,4259,Ramakant,AKBARPUR,Peace Party,0,Graduate Professional,6928000,3400000,3528000
4743,1554,Ramakant Pandey Malaihna,SIDHI,IND,0,Post Graduate,515000,0,515000
4744,5577,Ramamurthi,PONDICHERRY,IND,0,8th Pass,4000,0,4000
4745,1128,Raman Motiram Bansod,BHANDARA-GONDIYA,Ambedkarite Party of India,0,Post Graduate,58800,50000,8800
4746,5234,Ramanand Rishideo,ARARIA,Lok Dal,0,12th Pass,10000,0,10000
4747,7273,Ramani Sureshbhai Dhirubhai,AMRELI,IND,0,12th Pass,1390000,0,1390000
4748,2155,Ramanna,BIDAR,Hindustan Janta Party,0,5th Pass,435000,0,435000
4749,1344,Ramanuj Patel,NEW DELHI,Samyak Parivartan Party,0,12th Pass,100,0,100
4750,3727,Ramanuj Singh,BANGALORE CENTRAL,IND,0,Graduate Professional,84383,56000,28383
4751,1826,Ramappa Mareppa Chalawadi,BELGAUM,IND,1,10th Pass,1620326,50000,1570326
4752,7118,"Ramar Yadav, K.",PERAMBALUR,Tamil Nadu Makkal Congress,0,Not Given,805000,0,805000
4753,7150,Ramasamy. K,POLLACHI,IND,0,Graduate,7571000,0,7571000
4754,6902,Ramasamy. M.D.,CHENNAI NORTH,IND,0,8th Pass,7243000,0,7243000
4755,4039,Ramasamy.N,NAMAKKAL,IND,0,Illiterate,30000,0,30000
4756,5675,Ramasamy.P,NAMAKKAL,IND,0,12th Pass,605332,0,605332
4757,743,Ramashankar Shahwal,SIDHI,BSP,0,Post Graduate,9743656,1092000,8651656
4758,7587,Ramasubbu.S.S,TIRUNELVELI,INC,0,Post Graduate,42408738,8590027,33818711
4759,2845,Ramavtar Mahto,HAZARIBAGH,IND,0,12th Pass,1863000,0,1863000
4760,7513,"Ramaya, R.",THENI,IND,0,5th Pass,188926,45000,143926
4761,1264,Rambadan Ram,PALAMAU,SP,0,Post Graduate,2450000,800000,1650000
4762,7623,Rambhau Vitthal Chinchore,JALNA,IND,0,10th Pass,50000,200000,0
4763,4764,Ramchand Vasaini,INDORE,IND,0,10th Pass,3703000,0,3703000
4764,4190,Ramchandr Parmar,INDORE,Bahujan Mukti Party,2,10th Pass,130000,0,130000
4765,5648,Ramchandra Bhagoji Gawade,THANE,IND,0,Literate,660000,175000,485000
4766,3322,Ramchandra Gangaram Bharande,NANDED,IND,0,Post Graduate,100000,0,100000
4767,3305,Ramchandra Gyanoba Sawant,NANDED,Bharipa Bahujan Mahasangh,0,10th Pass,176000,0,176000
4768,5479,Ramchandra Saras,BANDA,CPI,0,Graduate,4090000,610000,3480000
4769,2371,Ramcharan Bohara,JAIPUR,BJP,0,12th Pass,135809546,23871000,111938546
4770,944,Ramdas Chandrabhanji Tadas,WARDHA,BJP,5,10th Pass,33628998,1749314,31879684
4771,4821,Ramdayal Kori,VIDISHA,IND,0,10th Pass,1117500,0,1117500
4772,5419,Ramdeo Tirkey,SURGUJA,INC,0,12th Pass,7254485,1408815,5845670
4773,5279,Ramdev Sharma,SUPAUL,IND,0,12th Pass,250000,0,250000
4774,83,Ramen Deka,MANGALDOI,BJP,0,Graduate,14782357,5400953,9381404
4775,4270,Ramendra Singh Tomar,AKBARPUR,Bhartiya Shakti Chetna Party,0,10th Pass,4818007,0,4818007
4776,5112,Ramesh,KARAULI-DHOLPUR,Bharatiya Yuva Shakti,0,12th Pass,835000,0,835000
4777,4925,Ramesh,AGRA,JD(U),2,Graduate Professional,431000,0,431000
4778,1592,Ramesh,CHHINDWARA,Ambedkarite Party of India,0,8th Pass,0,0,0
4779,2136,Ramesh,BIDAR,Ambedkar National Congress,1,10th Pass,1957000,0,1957000
4780,2053,Ramesh,SONIPAT,IND,0,Graduate Professional,42376491,425241,41951250
4781,1823,Ramesh Alias Suresh Guruling Kadalaskar,BELGAUM,BSP,0,12th Pass,479000,0,479000
4782,109,Ramesh Bais,RAIPUR,BJP,0,12th Pass,73190135,274902,72915233
4783,4698,Ramesh Bharati,DHANBAD,IND,2,Graduate Professional,6053500,0,6053500
4784,71,Ramesh Bidhuri,SOUTH DELHI,BJP,4,Graduate Professional,147493056,0,147493056
4785,1023,Ramesh Chand,AMBALA,IND,0,10th Pass,1110000,0,1110000
4786,5132,Ramesh Chand,TONK-SAWAI MADHOPUR,Lok Dal,0,12th Pass,48000,0,48000
4787,677,Ramesh Chand Tomar,GAUTAM BUDHHA NAGAR,INC,4,Doctorate,61617189,0,61617189
4788,3014,Ramesh Chand Verma,TIKAMGARH,AAP,0,Graduate Professional,1698238,325000,1373238
4789,891,Ramesh Chander,CHANDIGARH,IND,0,Graduate,3324,0,3324
4790,2640,Ramesh Chandra Badal,ARRAH,BSP,1,Literate,726000,0,726000
4791,2346,Ramesh Chandra Sharma,SIKAR,Bhartiya Party,0,Graduate Professional,9353600,0,9353600
4792,4198,Ramesh Chensingh,KHARGONE,INC,1,5th Pass,5264289,720473,4543816
4793,6072,Ramesh Dhara,ULUBERIA,IND,1,10th Pass,540917,150000,390917
4794,3248,Ramesh Jena,BHADRAK,CPI,0,Graduate,346987,0,346987
4795,840,Ramesh Jigajinagi,BIJAPUR,BJP,2,Graduate,89429828,5305043,84124785
4796,6875,Ramesh Kannan .G,CHENNAI NORTH,Republican Party of India,0,Graduate,6306550,495000,5811550
4797,91,Ramesh Kaushik,SONIPAT,BJP,0,Graduate Professional,142840716,0,142840716
4798,3800,Ramesh Koti,KOPPAL,RPI(A),0,Graduate Professional,491000,0,491000
4799,1018,Ramesh Kumar,SOUTH DELHI,INC,0,10th Pass,172314296,0,172314296
4800,2787,Ramesh Kumar Gawde,KANKER,CPI,1,8th Pass,65000,100000,0
4801,5727,Ramesh Kumar Gupta,KANPUR,Parivartan Samaj Party,0,8th Pass,1233000,45000,1188000
4802,4711,Ramesh Kumar Ray,DHANBAD,IND,0,12th Pass,239715,0,239715
4803,5433,Ramesh P,TIRUVANNAMALAI,IND,0,Others,247000,0,247000
4804,5082,Ramesh Panaval,ALWAR,IND,0,12th Pass,16000,0,16000
4805,5536,Ramesh Prajapati,HAMIRPUR,Most Backward Classes Of India,0,12th Pass,4020000,850000,3170000
4806,5208,Ramesh Ragho More,DHULE,IND,0,10th Pass,5704000,0,5704000
4807,7740,Ramesh Rani Parjapati,ANANDPUR SAHIB,Bahujan Mukti Party,0,8th Pass,5535000,0,5535000
4808,4517,Ramesh Rathod,ADILABAD,TDP,3,12th Pass,19140000,41832000,0
4809,1368,Ramesh Singh Siral,NORTH EAST DELHI,Naya Daur Party,0,8th Pass,2490000,0,2490000
4810,1041,Ramesh Vishwanath Katti,CHIKKODI,BJP,0,12th Pass,89216294,598000,88618294
4811,3912,Ramesh Yadav,RAJNANDGAON,IND,0,12th Pass,1930155,0,1930155
4812,7388,"Ramesh, Thiru",SRIPERUMBUDUR,IND,0,Graduate,3249079,862500,2386579
4813,7309,Rameshbhai Bhikhabhai Rathod,BARDOLI,IND,0,Literate,98000,0,98000
4814,6748,Rameshwar,UNNAO,IND,0,Literate,8524929,0,8524929
4815,5377,Rameshwar Kewat,BILASPUR,IND,0,Post Graduate,630031,30000,600031
4816,1028,Rameshwar Kumar,KURUKSHETRA,Bhartiya Shakti Chetna Party,0,10th Pass,7416637,0,7416637
4817,479,Rameshwar Oraon,LOHARDAGA,INC,0,Doctorate,262697987,0,262697987
4818,2745,Rameshwar Prasad,PATALIPUTRA,CPI(ML)L,6,8th Pass,2386000,0,2386000
4819,645,Rameshwar Prasad Yadav,KODARMA,IND,0,Post Graduate,1488300,45000,1443300
4820,2833,Rameshwar Ram Kushwaha,HAZARIBAGH,AIFB,1,Graduate,946596,0,946596
4821,4307,Rameshwar Singh,FARRUKHABAD,SP,13,10th Pass,135820923,3878042,131942881
4822,81,Rameshwar Teli,DIBRUGARH,BJP,0,10th Pass,977943,0,977943
4823,3116,Rameshwari,KHERI,IND,0,Literate,202000,0,202000
4824,5413,Ramgopal Verma,RAIPUR,AITC,0,5th Pass,1100000,0,1100000
4825,7864,Ramisher Singh Billa,PATIALA,IND,0,10th Pass,1375000,0,1375000
4826,7640,Ramjan Mansuri(Journalist),NAVSARI,IND,0,10th Pass,170882,0,170882
4827,5019,Ramji Lal Suman,HATHRAS,SP,2,Graduate Professional,29953498,0,29953498
4828,5253,Ramji Mandal,BHAGALPUR,IND,0,10th Pass,3631000,0,3631000
4829,32,Ramji Manjhi,GAYA,RJD,0,Graduate,11115000,0,11115000
4830,3983,Ramji Sahu,BILASPUR,Chhattisgarh Swabhiman Manch,0,12th Pass,2597500,0,2597500
4831,377,Ramji Singh,AURANGABAD,IND,0,Post Graduate,1310000,50000,1260000
4832,1611,Ramkaran,KAIRANA,Bhartiya Vanchitsamaj Party,0,Post Graduate,2659619,0,2659619
4833,5517,Ramkrishan Tripathi,FATEHPUR,AITC,0,Post Graduate,549500,164541,384959
4834,4138,Ramkrishna Verma,RAIPUR,IND,0,8th Pass,12168,0,12168
4835,7563,Ramkumar. V,THOOTHUKKUDI,IND,0,10th Pass,240000,0,240000
4836,172,Ramla Mampad,WAYANAD,Welfare Party of India,0,12th Pass,2401057,0,2401057
4837,3415,Ramlal,AJMER,Akhil Bhartiya Aamjan Party,0,8th Pass,110000,0,110000
4838,3475,Ramlal,PALI,IND,0,Doctorate,11493000,600000,10893000
4839,2526,Rammurti Keshvrao Chimote,NAGPUR,GGP,0,12th Pass,2792000,0,2792000
4840,476,Ramnaresh Singh,CHATRA,CPI(ML)L,4,10th Pass,1255000,0,1255000
4841,4515,Ramnath Cherwa,SURGUJA,Shoshit Samaj Dal,0,8th Pass,9000,0,9000
4842,4968,Ramniwas Katheria,FARRUKHABAD,Bahujan Mukti Party,0,Post Graduate,5102500,0,5102500
4843,5769,Rampal,MISRIKH,IND,0,12th Pass,1364413,0,1364413
4844,486,Rampati Ranjan,PALAMAU,BSP,0,Graduate,4445000,0,4445000
4845,203,Ramphal,HISAR,IND,0,12th Pass,26200,0,26200
4846,5735,Ramphal,LUCKNOW,Bharatiya Nav Kranti Party,0,Post Graduate,12885000,200000,12685000
4847,1697,Ramphal Shakya,GHAZIABAD,IND,0,Not Given,3200000,1077,3198923
4848,2039,Ramphal Sharma,KARNAL,IND,0,10th Pass,4537000,0,4537000
4849,4023,Rampodo Mahto,RANCHI,IND,6,8th Pass,7296004,300000,6996004
4850,7510,"Ramprakash, J.",THENI,AAP,0,Post Graduate,24102861,2725330,21377531
4851,4210,Ramprasad Jatwa,UJJAIN,BSP,0,Graduate,200900,0,200900
4852,3345,Ramrao Dhansing Rathod Sir Nirankari,PARBHANI,IND,0,Post Graduate,9330000,0,9330000
4853,1477,Ramrao Govinda Nannaware,GADCHIROLI-CHIMUR,BSP,0,Graduate,2671687,1030335,1641352
4854,3515,Ramrao Harising Rathod,HINGOLI,Bharipa Bahujan Mahasangh,1,10th Pass,8884209,0,8884209
4855,1558,Ramratan Singh Pawley,SHAHDOL,GGP,0,Post Graduate,227724,0,227724
4856,2788,Ramsay Korram,KANKER,BSP,0,12th Pass,1070000,9594,1060406
4857,5545,Ramsingh,JALAUN,CPI(ML)L,0,10th Pass,522100,0,522100
4858,2875,Ramtahal Choudhary,RANCHI,BJP,0,10th Pass,10743950,0,10743950
4859,1442,Ramteke Jivan Namdeorao,NAGPUR,IND,0,10th Pass,390000,0,390000
4860,1395,Ramteke Ramesh Devidasrao,AMRAVATI,Republican Party of India (Khobragade),0,12th Pass,5770500,300000,5470500
4861,2113,Ramu Chatru,GULBARGA,IND,0,Graduate,1100000,0,1100000
4862,3739,Ramu S,BANGALORE NORTH,IND,0,12th Pass,807570,0,807570
4863,2159,Ramudu,BELLARY,BSP,0,5th Pass,0,0,0
4864,3427,Ran Singh Rajpurohit,JALORE,Jago Party,0,10th Pass,1675000,0,1675000
4865,5302,Rana Jayendrasunh Jitsinh,BHARUCH,AAP,0,Post Graduate,3059717,619966,2439751
4866,808,Rana Nag,BOLANGIR,BSP,0,Graduate,13940000,1700000,12240000
4867,6225,Ranaveni Lakshman,KARIMNAGAR,New India Party,0,10th Pass,620000,0,620000
4868,4150,Ranbir Singh,DHANBAD,IND,0,Literate,47000,0,47000
4869,415,Ranbir Singh Sharma,KURUKSHETRA,IND,0,Graduate Professional,14604045,300000,14304045
4870,7856,Randhir Singh,PATIALA,Bahujan Mukti Party,0,8th Pass,31475000,0,31475000
4871,235,Ranee Narah,LAKHIMPUR,INC,0,Graduate,88519819,1118242,87401577
4872,3820,Ranendra Nath Mali,BALURGHAT,Bahujan Mukti Party,0,12th Pass,1128000,0,1128000
4873,3818,Ranganayak,RAICHUR,Pyramid Party of India,0,10th Pass,555000,16000,539000
4874,7184,Rangarajan Mohan Kumaramangalam,SALEM,INC,0,Post Graduate,240204511,26229574,213974937
4875,4986,Rani Pakshalika Singh,FATEHPUR SIKRI,SP,0,Graduate,121911632,4507031,117404601
4876,7107,"Rani, M.T.",NILGIRIS,AAP,0,Post Graduate,6000000,0,6000000
4877,5248,Ranjan Kumar,BHAGALPUR,IND,0,8th Pass,355833,0,355833
4878,2737,Ranjan Prasad Yadav,PATALIPUTRA,JD(U),0,Doctorate,55327154,1766678,53560476
4879,5510,Ranjana Kakkar,FATEHPUR,IND,0,Post Graduate,3354000,0,3354000
4880,1135,Ranjeet Amardas Sukhdeve,BHANDARA-GONDIYA,Ambedkar samaj Party,0,12th Pass,1854500,225000,1629500
4881,4499,Ranjeet Ranjan,SUPAUL,INC,5,12th Pass,81242965,0,81242965
4882,7252,Ranjit Jugla Padvi,NANDURBAR,Bahujan Mukti Party,0,12th Pass,0,0,0
4883,7855,Ranjit Kaur,PATIALA,Bharatiya Gaon Taj Dal,0,12th Pass,4698863,0,4698863
4884,6064,Ranjit Kishore Mohanty,ULUBERIA,BJP,0,Post Graduate,42413560,1362846,41050714
4885,2881,Ranjit Mahto,RANCHI,Bahujan Mukti Party,0,Post Graduate,254840,0,254840
4886,3262,Ranjit Malik,JAJPUR,Bahujan Mukti Party,1,Graduate,1316991,270889,1046102
4887,1255,Ranjit Oraon,LOHARDAGA,IND,0,12th Pass,2024021,0,2024021
4888,3979,Ranjit Shekhar Mooshahary,KOKRAJHAR,AITC,0,Graduate,31461513,0,31461513
4889,6140,Ranjit Singh,FATEHGARH SAHIB,IND,0,10th Pass,1120500,0,1120500
4890,7682,Ranjit Singh Brahmpura,KHADOOR SAHIB,SAD,0,8th Pass,177814755,4200000,173614755
4891,86,Ranjit Singh Gorh,LAKHIMPUR,IND,0,Graduate,4611700,0,4611700
4892,6983,"Ranjithkumar, M.",COIMBATORE,IND,0,5th Pass,1641250,226000,1415250
4893,7625,Ranveer Pranayraj Govindbhai,KHEDA,Bahujan Mukti Party,0,Graduate Professional,642900,53000,589900
4894,2005,Ranvir Khobra,SIRSA,IND,0,Graduate,7896000,1450000,6446000
4895,6470,Rapelli Srinivas,NIZAMABAD,AAP,0,10th Pass,324695,0,324695
4896,5874,Rasal Shashikant Dada,KALYAN,IND,0,8th Pass,70000,0,70000
4897,7077,Rasavelu.K,MAYILADUTHURAI,BSP,3,Graduate,12500,0,12500
4898,2266,Rashid Ahmed Laskar,SILCHAR,SP,0,12th Pass,785000,0,785000
4899,3204,Rashid Hussain,SAMBHAL,IND,5,Literate,5907000,1000000,4907000
4900,7889,Rashid Shareef,HYDERABAD,TRS,0,8th Pass,9901000,0,9901000
4901,7323,Rashidkhan Hasankhan Pathan,BHAVNAGAR,IND,0,8th Pass,50000,0,50000
4902,1374,Rashmi Kashyap,CHANDNI CHOWK,Bhartiya Pragatisheel Congress,0,10th Pass,3123000,0,3123000
4903,167,Ratan Chakraborti,TRIPURA WEST,AITC,0,Graduate,3314729,0,3314729
4904,5919,Ratan Devram Bodake,MUMBAI SOUTH,IND,0,10th Pass,6560000,0,6560000
4905,2424,Ratan Lal Dhobi,BHILWARA,IND,0,Literate,1000,0,1000
4906,1742,Ratan Singh,SAHARANPUR,Bahujan Mukti Party,0,Others,46134617,0,46134617
4907,5347,Ratansinh Udesinh Chauhan,KHEDA,IND,0,10th Pass,2680000,0,2680000
4908,1348,Ratheesh,NEW DELHI,IND,0,Graduate,45200,0,45200
4909,1949,Ratheesh Perumal,KOTTAYAM,IND,0,10th Pass,1000,0,1000
4910,3815,Rathi Poovaiah,MYSORE,Karunaadu Party,0,Graduate,410000,0,410000
4911,7534,Rathinavelu,VIRUDHUNAGAR,DMK,0,Graduate Professional,91534108,4384420,87149688
4912,5649,Rathod Babusingh Vasram,THANE,Maharashtra Parivartan Sena (T),0,Not Given,100000,0,100000
4913,1510,Rathod Baliram Parashram,YAVATMAL-WASHIM,BSP,0,Graduate Professional,26249301,2106000,24143301
4914,6516,Rathod Bhavsinhbhai Dahyabhai,PATAN,INC,0,Literate,6163441,3019000,3144441
4915,4911,Rathod Chandulal Mohanlal,PORBANDAR,IND,1,5th Pass,66000,0,66000
4916,6552,Rathod Dipsinh Shankarsinh,SABARKANTHA,BJP,0,8th Pass,20700176,417585,20282591
4917,1500,Rathod Induwar Kashiram,YAVATMAL-WASHIM,Bahujan Mukti Party,0,12th Pass,5950000,210000,5740000
4918,7274,Rathod Jivanbhai Rajabhai,AMRELI,RPI(A),0,12th Pass,256000,0,256000
4919,1515,Rathod Mohan Mallu,YAVATMAL-WASHIM,Bharipa Bahujan Mahasangh,0,Post Graduate,34013105,1750000,32263105
4920,1517,Rathod Naresh Fulsing,YAVATMAL-WASHIM,AAP,0,Graduate Professional,2030000,0,2030000
4921,7321,Rathod Pravinsinh Chandrasinh,BHAVNAGAR,IND,0,10th Pass,285000,0,285000
4922,5861,Rathod Ramesh Lalsing,JALNA,Bahujan Mukti Party,0,10th Pass,1958026,81000,1877026
4923,7676,Rathod Sadashiv,ADILABAD,BSP,0,Graduate,1405000,0,1405000
4924,4588,Rathwa Ramsingbhai Patalbhai,CHHOTA UDAIPUR,BJP,0,Post Graduate,39769675,9763903,30005772
4925,6732,Ratiram,RAE BARELI,Samtawadi Republican Party,0,Graduate Professional,7449323,0,7449323
4926,6036,Ratna De,HOOGHLY,AITC,0,Post Graduate,18617758,0,18617758
4927,6244,Ratneshwar Jha,MADHUBANI,Akhil Bhartiya Mithila Party,0,12th Pass,1214000,0,1214000
4928,89,Rattan Lal Kataria,AMBALA,BJP,0,Post Graduate,42150634,843229,41307405
4929,6097,Rattan Singh Randhawa,AMRITSAR,IND,0,Post Graduate,4201500,244000,3957500
4930,4447,Ratul Kumar Choudhury,MANGALDOI,SP,1,Graduate,780000,80000,700000
4931,322,Raut Jaganath Nilkanth,WARDHA,IND,0,Graduate Professional,5940000,0,5940000
4932,7304,Ravaliben Shankarbhai Chaudhari,BARDOLI,CPI,0,10th Pass,8475030,1500000,6975030
4933,7180,Ravi .K,RAMANATHAPURAM,IND,0,5th Pass,75000,0,75000
4934,1396,Ravi Alias Shailesh Ganeshrao Yelne,WARDHA,IND,0,Graduate,1671754,0,1671754
4935,6697,Ravi Dubey,LUCKNOW,Nagrik Ekta Party,2,5th Pass,185000,0,185000
4936,7737,Ravi Dutt,HOSHIARPUR,IND,0,12th Pass,2362000,0,2362000
4937,3442,Ravi Garg,JODHPUR,Bharat Nav Nirman Party,0,12th Pass,1382000,0,1382000
4938,858,Ravi Krishna Reddy,BANGALORE RURAL,AAP,0,Post Graduate,54433258,0,54433258
4939,1346,Ravi Kumar Gupta,NEW DELHI,IND,0,12th Pass,17057930,15000,17042930
4940,1071,Ravi Menasinakai,HAVERI,JD(S),0,Graduate Professional,21964323,2395704,19568619
4941,1980,Ravi Naik,NORTH GOA,INC,0,Post Graduate,81066000,3126000,77940000
4942,6901,Ravi Pariyanar. D,CHENNAI NORTH,IND,0,10th Pass,100000,0,100000
4943,3105,Ravi Prakash Verma,KHERI,SP,1,Graduate Professional,8213389,18800,8194589
4944,4766,Ravi Sirwaiya,INDORE,IND,0,12th Pass,256000,0,256000
4945,6276,"Ravi, N.D.",ARAKKONAM,IND,0,Illiterate,55000,0,55000
4946,7054,"Ravi, S.P.",KARUR,IND,0,Graduate Professional,392000,0,392000
4947,6266,"Ravi, V.",ARAKKONAM,IND,0,12th Pass,281800,0,281800
4948,7440,Ravi.P,TIRUCHIRAPPALLI,AAP,1,Post Graduate,137774,81869,55905
4949,363,Ravikant Chaudhary,SASARAM,IND,0,10th Pass,225500,0,225500
4950,7364,Ravikumar. D,TIRUVALLUR,Viduthalal Chiruthaigal Katchi,1,Post Graduate,5886482,2472629,3413853
4951,6900,Ravikumar. T,CHENNAI NORTH,IND,0,Graduate Professional,1128300,0,1128300
4952,7368,Ravikumar.M,TIRUVALLUR,IND,0,12th Pass,160000,0,160000
4953,3745,Ravikumara T,BANGALORE SOUTH,SP,0,Graduate Professional,25140,28000,0
4954,1277,Ravinder,FARIDABAD,Akhil Bharat Hindu Mahasabha,0,12th Pass,327600,0,327600
4955,1271,Ravinder Kumar,ROHTAK,Indian Bahujan Sandesh Party (Kanshiram),0,12th Pass,1245000,0,1245000
4956,1709,Ravinder Sharma,GAUTAM BUDHHA NAGAR,Rashtriya Kranti Party,0,8th Pass,5992835,0,5992835
4957,7857,Ravinder Singh,PATIALA,Bharatiya Sant Mat Party,0,12th Pass,2053000,550000,1503000
4958,3387,Ravindra Bhimrao Takale,BARAMATI,Bahujan Mukti Party,2,Graduate,294748,0,294748
4959,3368,Ravindra Kashinath Patil,MAVAL,IND,1,Graduate Professional,10563000,0,10563000
4960,2676,Ravindra Kumar,JAHANABAD,BSP,1,Graduate,1252000,0,1252000
4961,3158,Ravindra Kumar Devnath,PILIBHIT,IND,0,Graduate,2495450,0,2495450
4962,2814,Ravindra Kumar Pandey,GIRIDIH,BJP,0,Graduate,73376970,1970628,71406342
4963,1266,Ravindra Kumar Ravi,PALAMAU,IND,0,12th Pass,200000,0,200000
4964,47,Ravindra Kumar Ray,KODARMA,BJP,0,Doctorate,10564046,200000,10364046
4965,4257,Ravindra Singh,AGRA,AAP,0,Post Graduate,6501178,1500000,5001178
4966,5459,Ravindran T,TIRUVANNAMALAI,Tamil Nadu Makkal Congress,0,10th Pass,280000,114000,166000
4967,1378,Ravindrasing Ramsing Pawar,BULDHANA,Lok Bharati,0,12th Pass,160000,0,160000
4968,7751,Ravneet Singh Bittu,LUDHIANA,INC,0,12th Pass,31509170,192000,31317170
4969,7641,Ravshaheb Bhimrav Patil (Bandhu),NAVSARI,IND,0,12th Pass,2871000,0,2871000
4970,6381,Ravulapally Kondal Rao,BHONGIR,Pyramid Party of India,0,Post Graduate,3480000,0,3480000
4971,6224,Reddi Malla Srinivas,KARIMNAGAR,RPI(A),1,Graduate Professional,1760000,0,1760000
4972,607,Reddy G K C,CHIKKBALLAPUR,JD(U),0,Doctorate,6302974,0,6302974
4973,3076,Reena,BADAUN,Rashtriya Samanta Dal,0,Post Graduate,93856,0,93856
4974,6716,Reena Chaudhary,MOHANLALGANJ,Bahujan Sangharsh Party (Kanshiram),0,Post Graduate,892565,0,892565
4975,6134,Reena Kumari,FARIDKOT,IND,0,Illiterate,468268,0,468268
4976,3214,Reeta Singh Urf Reeta Bharti,SHAHJAHANPUR,AAP,0,Graduate,591671,154000,437671
4977,6206,Regatte Venkat Reddy,CHEVELLA,AAP,0,Others,30648743,1700000,28948743
4978,6095,Rehmat Masih,AMRITSAR,IND,0,10th Pass,1710000,0,1710000
